Average Max,Average Mean,Average Min,Average Variability,Centroid_Latitude,Centroid_Longitude,Number_Destination_Zones_in_Region,Region_Name,Time,Weekday
489.0,263.4166666666667,151.41666666666666,0.802699457512628,38.92196625,-77.04716763,12,R5,07:00AM-09:00AM,Sundays
472.9166666666667,256.8333333333333,147.91666666666666,0.8047362056634179,38.92196625,-77.04716763,12,R5,12:00AM-02:00AM,Thursdays
687.5833333333334,385.5,226.5,0.8109883054807413,38.92196625,-77.04716763,12,R5,04:00PM-06:00PM,Thursdays
599.5,343.0833333333333,207.66666666666666,0.8706752464456514,38.92196625,-77.04716763,12,R5,06:00PM-08:00PM,Thursdays
501.25,288.75,175.75,0.8863598503998027,38.92196625,-77.04716763,12,R5,08:00PM-10:00PM,Thursdays
503.25,282.3333333333333,167.58333333333334,0.8470536187399951,38.92196625,-77.04716763,12,R5,10:00PM-12:00AM,Thursdays
602.8333333333334,332.3333333333333,192.5,0.8043362739955735,38.92196625,-77.04716763,12,R5,07:00AM-09:00AM,Thursdays
532.75,269.5,143.33333333333334,0.6898771420931339,38.92196625,-77.04716763,12,R5,12:00AM-02:00AM,Tuesdays
660.6666666666666,366.3333333333333,214.58333333333334,0.8141471783145001,38.92196625,-77.04716763,12,R5,04:00PM-06:00PM,Tuesdays
548.6666666666666,318.4166666666667,195.08333333333334,0.8940525445544947,38.92196625,-77.04716763,12,R5,06:00PM-08:00PM,Tuesdays
470.4166666666667,271.8333333333333,166.75,0.8989110925770455,38.92196625,-77.04716763,12,R5,08:00PM-10:00PM,Tuesdays
445.1666666666667,253.0,153.16666666666666,0.8774209967221022,38.92196625,-77.04716763,12,R5,10:00PM-12:00AM,Tuesdays
664.75,349.3333333333333,194.08333333333334,0.7864003880893753,38.92196625,-77.04716763,12,R5,07:00AM-09:00AM,Tuesdays
493.8333333333333,255.75,139.16666666666666,0.7194204782386819,38.92196625,-77.04716763,12,R5,12:00AM-02:00AM,Wednesdays
707.8333333333334,384.4166666666667,219.25,0.7711838974913428,38.92196625,-77.04716763,12,R5,04:00PM-06:00PM,Wednesdays
623.4166666666666,352.75,209.08333333333334,0.8306363932722061,38.92196625,-77.04716763,12,R5,06:00PM-08:00PM,Wednesdays
566.25,310.9166666666667,180.25,0.8008997165790421,38.92196625,-77.04716763,12,R5,08:00PM-10:00PM,Wednesdays
503.3333333333333,282.6666666666667,168.0,0.8419990751531338,38.92196625,-77.04716763,12,R5,10:00PM-12:00AM,Wednesdays
657.9166666666666,349.5,194.25,0.7464675653452483,38.92196625,-77.04716763,12,R5,07:00AM-09:00AM,Wednesdays
